SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1864,requires route-level trace,not proven in view,,input:text,address,,,,,,,,,address,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1873,requires route-level trace,not proven in view,,input:text,latitude,,,,,,,,,latitude,,,,,,,,latitude,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1880,requires route-level trace,not proven in view,,input:text,longitude,,,,,,,,,longitude,,,,,,,,longitude,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1885,requires route-level trace,not proven in view,,input:text,{{…}},,,,,,,,{{…}},{{…}},,,,,,,,{{…}},,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1892,requires route-level trace,not proven in view,,button,button@1892,,,,,button@1892,,,,,,,,,,,,,,button@1892,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1894,requires route-level trace,not proven in view,,button,button@1894,,,,,button@1894,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1909,requires route-level trace,not proven in view,,button,Close,,,,,Close,,,,,,,,,,,,,,Close,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1926,requires route-level trace,not proven in view,,link,{{…}},,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1949,requires route-level trace,not proven in view,,button,Close,,,,,Close,,,,,,,,,,,,,,Close,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,1981,requires route-level trace,not proven in view,,button,button@1981,,,,,button@1981,,,,,,,,,,,,,,button@1981,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.customer.view,resources/views/admin-views/order/order-view.blade.php,2029,requires route-level trace,not proven in view,,link,link@2029,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.customer.view,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2088,requires route-level trace,not proven in view,,toggle,{{…}},,,,,,,,,,,,,{{…}},,,,,,{{…}},,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.order.offline_payment,resources/views/admin-views/order/order-view.blade.php,2090,requires route-level trace,not proven in view,,button,button@2090,,,,,button@2090,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.offline_payment,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.order.offline_payment,resources/views/admin-views/order/order-view.blade.php,2093,requires route-level trace,not proven in view,,button,button@2093,,,,,button@2093,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.offline_payment,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2095,requires route-level trace,not proven in view,,toggle,{{…}},,,,,,,,,,,,,{{…}},,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.order.switch_to_cod,resources/views/admin-views/order/order-view.blade.php,2104,requires route-level trace,not proven in view,,form,order-{{…}},,,,,,,,,,,,,order-{{…}},,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.switch_to_cod,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2121,requires route-level trace,not proven in view,,button,Close,,,,,Close,,,,,,,,,,,,,,Close,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.order.offline_payment,resources/views/admin-views/order/order-view.blade.php,2125,requires route-level trace,not proven in view,,form,form@2125,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.offline_payment,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2143,requires route-level trace,not proven in view,,input:hidden,id,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2144,requires route-level trace,not proven in view,,textarea,{{…}},,,,,,,,,{{…}},,,,,,,,,,,,,,,,required,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2150,requires route-level trace,not proven in view,,button,button@2150,,,,,button@2150,,,,,,,,,,,,,,button@2150,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2151,requires route-level trace,not proven in view,,button,button@2151,,,,,button@2151,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2165,requires route-level trace,not proven in view,,button,Close,,,,,Close,,,,,,,,,,,,,,Close,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,route:admin.order.status,resources/views/admin-views/order/order-view.blade.php,2169,requires route-level trace,not proven in view,,form,form@2169,,,,,,,,,,,,,,,,,,,,,,form@2169,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.status,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2170,requires route-level trace,not proven in view,,input:hidden,id,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2171,requires route-level trace,not proven in view,,input:hidden,order_status,,,,,,,,,,,,,,,,,,,,,,order_status,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2186,requires route-level trace,not proven in view,,select,reason,,,,,,reason,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2195,requires route-level trace,not proven in view,,button,button@2195,,,,,button@2195,,,,,,,,,,,,,,button@2195,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/order-view.blade.php,not statically resolved,resources/views/admin-views/order/order-view.blade.php,2196,requires route-level trace,not proven in view,,button,button@2196,,,,,button@2196,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,37,requires route-level trace,not proven in view,,form,form@37,,,,,,,,form@37,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,40,requires route-level trace,not proven in view,,input:search,{{…}} 10010,{{…}} 10010,,,,,,,{{…}} 10010,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,44,requires route-level trace,not proven in view,,input:hidden,parcel_order,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,45,requires route-level trace,not proven in view,,button,button@45,,,,,button@45,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,51,requires route-level trace,not proven in view,,button,button@51,,,,,button@51,,,,,,,,,,,,button@51,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,66,requires route-level trace,not proven in view,,menu/action link,menu/action link@66,,,,,,,,,,,,,menu/action link@66,,,,,,,menu/action link@66,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,77,requires route-level trace,not proven in view,,menu/action link,export-excel,,,,,,,,,,,,,,,,,,,,export-excel,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,83,requires route-level trace,not proven in view,,menu/action link,export-csv,,,,,,,,,,,,,,,,,,,,export-csv,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,94,requires route-level trace,not proven in view,,select,slist,,,,,,slist,slist,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,106,requires route-level trace,not proven in view,,link,link@106,,,,,,,link@106,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,115,requires route-level trace,not proven in view,,menu/action link,menu/action link@115,,,,,,,,,,,,,,,,,,,,menu/action link@115,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,133,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_date,,,,,,,,,,,toggleColumn_date,,toggleColumn_date,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,148,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_customer,,,,,,,,,,,toggleColumn_customer,,toggleColumn_customer,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,162,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_store,,,,,,,,,,,toggleColumn_store,,toggleColumn_store,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,177,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_total,,,,,,,,,,,toggleColumn_total,,toggleColumn_total,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,190,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_order_status,,,,,,,,,,,toggleColumn_order_status,,toggleColumn_order_status,,,,,,,,,toggleColumn_order_status,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,205,requires route-level trace,not proven in view,,input:checkbox,toggleColumn_actions,,,,,,,,,,,toggleColumn_actions,,toggleColumn_actions,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,225,requires route-level trace,not proven in view,,table,datatable,datatable,datatable,datatable,,,,,datatable,,,,,,,,,,datatable,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,244,requires route-level trace,not proven in view,,th,th@244,,,,th@244,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,247,requires route-level trace,not proven in view,,th,th@247,th@247,,,th@247,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,248,requires route-level trace,not proven in view,,th,th@248,,,,th@248,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,250,requires route-level trace,not proven in view,,th,th@250,,,,th@250,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,252,requires route-level trace,not proven in view,,th,th@252,,,,th@252,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,253,requires route-level trace,not proven in view,,th,th@253,,,,th@253,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,254,requires route-level trace,not proven in view,,th,th@254,,,,th@254,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,255,requires route-level trace,not proven in view,,th,th@255,,,,th@255,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,258,requires route-level trace,not proven in view,,th,th@258,,,,th@258,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,260,requires route-level trace,not proven in view,,th,th@260,,,,th@260,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,262,requires route-level trace,not proven in view,,th,th@262,,,,th@262,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,route:admin.parcel.order.details,resources/views/admin-views/order/parcel-list.blade.php,274,requires route-level trace,not proven in view,,link,link@274,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.order.details,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,302,requires route-level trace,not proven in view,,link,link@302,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,route:admin.customer.view,resources/views/admin-views/order/parcel-list.blade.php,307,requires route-level trace,not proven in view,,link,link@307,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.customer.view,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,312,requires route-level trace,not proven in view,,link,link@312,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,route:admin.parcel.order.details,resources/views/admin-views/order/parcel-list.blade.php,403,requires route-level trace,not proven in view,,link,link@403,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.parcel.order.details,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,route:admin.order.generate-invoice,resources/views/admin-views/order/parcel-list.blade.php,407,requires route-level trace,not proven in view,,link,link@407,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.generate-invoice,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,447,requires route-level trace,not proven in view,,link,link@447,,,,,,,link@447,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,route:admin.order.filter,resources/views/admin-views/order/parcel-list.blade.php,467,requires route-level trace,not proven in view,,form,order_filter_form,,order_filter_form,,,,,order_filter_form,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.order.filter,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,473,requires route-level trace,not proven in view,,select,{{…}},,,,,,{{…}},,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,489,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,495,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/order/parcel-list.blade.php,not statically resolved,resources/views/admin-views/order/parcel-list.blade.php,501,requires route-level trace,not proven in view,,input:checkbox,orderStatus[],,,,,,,,,,,orderStatus[],,,,,,,,,,,orderStatus[],,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
