TABLE,PROVEN CREATE MIGRATION,ALTER MIGRATIONS,MODELS,CONTROLLERS/SERVICES/OTHER USAGE,FOREIGN KEY REFERENCES,STATUS,EVIDENCE
urban_goodz_driver_payout_requests,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_driver_pricing_policies,database/migrations/2026_07_17_100000_create_urban_goodz_driver_pricing_policies_table.php,,app/Models/UrbanGoodzDriverPricingPolicy.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_earn_money_applications,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,database/migrations/2026_07_13_000004_add_delivery_man_id_and_applied_at_to_earn_money_applications_table.php,app/Models/UrbanGoodzEarnMoneyApplication.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_earn_money_opportunities,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzEarnMoneyOpportunity.php,,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_events,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzEvent.php,,database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_files,database/migrations/2026_07_06_120000_create_urban_goodz_files_table.php,,app/Models/UrbanGoodzFile.php,,database/migrations/2026_07_06_130000_add_photo_file_ids_to_measurement_requests_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_impersonation_sessions,database/migrations/2026_07_16_150001_create_urban_goodz_impersonation_sessions_table.php,,app/Models/UrbanGoodzImpersonationSession.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_import_batches,database/migrations/2026_07_05_000001_create_urban_goodz_ingestion_tables.php,,app/Models/UrbanGoodzImportBatch.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_intake_batch_audits,database/migrations/2026_07_19_061800_create_urban_goodz_intake_batch_audits_table.php,,app/Models/UrbanGoodzIntakeBatchAudit.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_intake_batches,database/migrations/2026_07_19_061756_create_urban_goodz_intake_batches_table.php,,,,database/migrations/2026_07_19_061757_create_urban_goodz_batch_participants_table.php; database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php; database/migrations/2026_07_19_061759_create_urban_goodz_batch_package_audits_table.php; database/migrations/2026_07_19_061800_create_urban_goodz_intake_batch_audits_table.php; database/migrations/2026_07_19_110153_create_urban_goodz_route_clustering_audits_table.php; database/migrations/2026_07_19_120000_add_intake_batch_id_and_route_label_to_dedicated_routes.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_load_board_audit_logs,database/migrations/2026_07_12_200000_add_financial_workflow_to_load_board_loads.php,,app/Models/UrbanGoodzLoadBoardAuditLog.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_load_board_bids,database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php,,app/Models/UrbanGoodzLoadBoardBid.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_load_board_loads,database/migrations/2026_07_11_100000_create_urban_goodz_load_board_loads_table.php,database/migrations/2026_07_12_100000_add_dispatch_company_support.php; database/migrations/2026_07_12_200000_add_financial_workflow_to_load_board_loads.php; database/migrations/2026_07_13_100000_create_load_sourcing_system_tables.php,app/Models/UrbanGoodzLoadBoardLoad.php,,database/migrations/2026_07_13_000001_add_logistics_e2e_columns_and_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_logistics_jobs,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzLogisticsJob.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_manifest_packages,,,,app/Services/UrbanGoodz/Routing/Services/RoutePlanningService.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
urban_goodz_manifests,database/migrations/2026_07_08_140000_create_urban_goodz_manifests_table.php,database/migrations/2026_07_09_000002_add_manifest_metrics_fields.php,,app/Services/UrbanGoodz/AiCompanionApiService.php,database/migrations/2026_07_08_140000_create_urban_goodz_manifests_table.php; database/migrations/2026_07_09_020000_fix_route_packages_missing_portal_columns.php; database/migrations/2026_07_19_110153_create_urban_goodz_route_clustering_audits_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_measurement_requests,database/migrations/2026_07_02_000001_create_urban_goodz_measurement_requests_table.php,database/migrations/2026_07_06_130000_add_photo_file_ids_to_measurement_requests_table.php; database/migrations/2026_07_12_000001_add_neck_and_due_date_to_measurement_requests_table.php,app/Models/MeasurementRequest.php,app/Http/Controllers/Api/V1/UrbanGoodz/FashionFitAIController.php; app/Services/UrbanGoodz/UrbanGoodzAIExecutionService.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_medical_courier_custody_logs,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzMedicalCourierCustodyLog.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_medical_courier_jobs,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,database/migrations/2026_07_12_000000_enhance_urban_goodz_medical_courier_jobs_table.php; database/migrations/2026_07_12_150000_add_soft_deletes_to_urban_goodz_medical_courier_jobs.php,app/Models/UrbanGoodzMedicalCourierJob.php,app/Services/UrbanGoodz/UrbanGoodzAIExecutionService.php,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_medical_custody_logs,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_notifications,database/migrations/2026_07_19_000001_create_urban_goodz_notifications_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_order_anywhere_card_requests,database/migrations/2026_07_09_000004_create_urban_goodz_order_anywhere_card_requests_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_package_scans,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_payment_ledgers,database/migrations/2026_07_03_000002_create_urban_goodz_payment_ledgers_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_payment_splits,database/migrations/2026_07_03_000003_create_urban_goodz_payment_splits_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_payment_transactions,database/migrations/2026_07_09_000002_create_urban_goodz_payment_transactions_table.php,,app/Models/UrbanGoodzPaymentTransaction.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_plus_memberships,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzPlusMembership.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_price_rollbacks,,,,app/Http/Controllers/Api/V1/UrbanGoodz/DynamicPricingController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
urban_goodz_provider_availability,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,,app/Models/UrbanGoodzProviderAvailability.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_provider_services,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,,,,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_refund_requests,,,,app/Http/Controllers/Api/V1/UrbanGoodz/SupportAIController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
urban_goodz_rental_assets,database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php,,app/Models/UrbanGoodzRentalAsset.php,,database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_rental_bookings,database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php,,app/Models/UrbanGoodzRentalBooking.php,,database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_rental_damages,,,,app/Http/Controllers/Api/V1/UrbanGoodz/RentalAIController.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
urban_goodz_rental_inspections,database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php,,app/Models/UrbanGoodzRentalInspection.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_assignments,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_batches,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_clustering_audits,database/migrations/2026_07_19_110153_create_urban_goodz_route_clustering_audits_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_execution_versions,database/migrations/2026_07_19_150100_create_urban_goodz_route_execution_versions_table.php,,app/Models/UrbanGoodzRouteExecutionVersion.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_optimization_stops,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_route_packages,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php,database/migrations/2026_07_08_100000_add_route_package_foundation_fields.php; database/migrations/2026_07_08_110000_make_dedicated_route_id_nullable.php; database/migrations/2026_07_08_130000_fix_dedicated_route_id_nullable.php; database/migrations/2026_07_08_140000_create_urban_goodz_manifests_table.php; database/migrations/2026_07_09_000300_add_age_restricted_compliance_fields.php; database/migrations/2026_07_09_020000_fix_route_packages_missing_portal_columns.php,,app/Http/Controllers/Api/V1/UrbanGoodz/FraudDetectionController.php,database/migrations/2026_07_08_000002_create_urban_goodz_route_package_tables.php; database/migrations/2026_07_09_000400_create_urban_goodz_age_verifications_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_service_booking_events,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_service_provider_earnings,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_service_providers,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,app/Models/UrbanGoodzServiceProvider.php,,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php; database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_service_requests,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,app/Models/UrbanGoodzServiceRequest.php,,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php; database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_service_reviews,database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_sourced_businesses,database/migrations/2026_07_05_000001_create_urban_goodz_ingestion_tables.php,,app/Models/UrbanGoodzSourcedBusiness.php,app/Console/Commands/UrbanGoodzSourcedBusinessCategoryBackfill.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_sourced_images,database/migrations/2026_07_05_000001_create_urban_goodz_ingestion_tables.php,,app/Models/UrbanGoodzSourcedImage.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_sourced_products,database/migrations/2026_07_05_000001_create_urban_goodz_ingestion_tables.php,,app/Models/UrbanGoodzSourcedProduct.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
urban_goodz_spotlight_businesses,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php,,app/Models/UrbanGoodzSpotlightBusiness.php,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
user_files,database/migrations/2026_04_07_000001_create_user_files_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
user_infos,database/migrations/2022_09_10_112137_create_user_infos_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
user_notifications,,database/migrations/2022_05_26_120821_change_data_column_to_user_notifiations_table.php,,app/CentralLogics/Helpers.php; app/CentralLogics/OrderLogic.php; app/Http/Controllers/Admin/AccountTransactionController.php; app/Http/Controllers/Admin/CampaignController.php; app/Http/Controllers/Admin/CustomerController.php; app/Http/Controllers/Admin/DeliveryMan/DeliveryManController.php; app/Http/Controllers/Admin/ItemController.php; app/Http/Controllers/Admin/OrderController.php; app/Http/Controllers/Admin/POSController.php; app/Http/Controllers/Admin/Promotion/AdvertisementController.php; app/Http/Controllers/Admin/Subscription/SubscriptionController.php; app/Http/Controllers/Admin/VendorController.php; app/Http/Controllers/Api/V1/Auth/CustomerAuthController.php; app/Http/Controllers/Api/V1/Auth/DMPasswordResetController.php; app/Http/Controllers/Api/V1/Auth/SocialAuthController.php; app/Http/Controllers/Api/V1/DeliverymanController.php; app/Http/Controllers/Api/V1/OrderController.php; app/Http/Controllers/Api/V1/Vendor/DeliveryManController.php; app/Http/Controllers/Api/V1/Vendor/SubscriptionController.php; app/Http/Controllers/Api/V1/Vendor/VendorController.php; app/Http/Controllers/Vendor/DeliveryManController.php; app/Http/Controllers/Vendor/SubscriptionController.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
users,database/migrations/2014_10_12_000000_create_users_table.php,database/migrations/2022_04_09_161150_add_wallet_point_columns_to_users_table.php; database/migrations/2022_05_17_153333_add_ref_code_to_users_table.php; database/migrations/2023_01_03_093510_add_current_language_key_column_to_users_table.php; database/migrations/2023_02_27_102931_add_ref_by_col_to_users_table.php; database/migrations/2023_03_13_181502_add_temp_token_column_to_users_table.php; database/migrations/2024_04_04_085842_add_interested_module_ids_col_to_users_table.php; database/migrations/2024_10_21_153431_add_is_email_verified_col_to_users_table.php,,app/Http/Controllers/Api/V1/Auth/CustomerAuthController.php; app/Http/Controllers/Api/V1/Auth/SocialAuthController.php; app/Http/Controllers/Api/V1/CustomerController.php,database/migrations/2022_05_10_000000_create_customer_addresses_table.php; database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php; database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php; database/migrations/2026_07_12_130000_complete_service_booking_workflow.php; database/migrations/2026_07_19_061756_create_urban_goodz_intake_batches_table.php; database/migrations/2026_07_19_061757_create_urban_goodz_batch_participants_table.php; database/migrations/2026_07_19_061758_create_urban_goodz_batch_packages_table.php; database/migrations/2026_07_19_061759_create_urban_goodz_batch_package_audits_table.php; database/migrations/2026_07_19_061800_create_urban_goodz_intake_batch_audits_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
vehicle_reviews,,,,app/CentralLogics/Helpers.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
vehicles,,,,app/Console/Commands/CreateTestDriver.php,,REFERENCED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
vendor_employees,,database/migrations/2022_10_22_122336_add_is_logged_column_to_vendor_employees_table.php; database/migrations/2025_07_22_130717_add_login_remember_token_to_vendor_employees_table.php,,,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
vendor_notifications,database/migrations/2026_07_13_000003_create_vendor_notifications_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
vendors,,database/migrations/2025_07_22_130717_add_login_remember_token_to_vendors_table.php; database/migrations/2025_09_25_181108_rename_bank_name_to_rejection_note_in_vendors_table.php,,app/Http/Controllers/Admin/VendorController.php; app/Http/Controllers/Api/V1/Auth/VendorPasswordResetController.php; app/Http/Controllers/LoginController.php; app/Services/UrbanGoodz/AIMarketplaceSearchService.php,database/migrations/2026_07_06_180000_create_urban_goodz_backend_modules_tables.php; database/migrations/2026_07_06_190000_create_urban_goodz_rental_tables.php; database/migrations/2026_07_07_100000_create_urban_goodz_creator_space_tables.php; database/migrations/2026_07_12_120000_complete_creator_reel_commerce.php; database/migrations/2026_07_12_130000_complete_service_booking_workflow.php,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
visitor_logs,database/migrations/2023_02_19_164536_create_visitor_logs_table.php,,,app/CentralLogics/ProductLogic.php,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
wallet_bonuses,database/migrations/2023_07_10_121938_create_wallet_bonuses_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
wallet_payments,database/migrations/2023_07_09_143746_create_wallet_payments_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
wallet_transactions,database/migrations/2022_03_31_103418_create_wallet_transactions_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
websockets_statistics_entries,database/migrations/0000_00_00_000000_create_websockets_statistics_entries_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
wishlists,,database/migrations/2025_07_24_131340_add_index_to_wishlists_table.php,,,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
withdraw_requests,,database/migrations/2023_01_10_150108_change_amount_column_type.php; database/migrations/2023_11_21_123742_add_cols_to_withdraw_requests_table.php; database/migrations/2025_09_21_174228_add_sender_note_to_withdraw_requests.php; database/migrations/2026_02_04_165904_add_user_note_col_to_withdraw_requests_table.php,,app/Http/Controllers/Api/V1/DeliverymanController.php; app/Http/Controllers/Api/V1/Vendor/VendorController.php; app/Http/Controllers/Vendor/WalletController.php,,BLOCKED: ALTERED WITHOUT PROVEN CREATE MIGRATION,No Schema::create located; authoritative schema export required
withdrawal_methods,database/migrations/2023_11_21_123038_create_withdrawal_methods_table.php,,,,,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
zones,database/migrations/2022_05_09_235959_create_zones_table_if_missing.php,database/migrations/2022_10_25_153214_add_payment_method_columns_to_zones_table.php; database/migrations/2023_10_08_103818_add_increased_delivery_fee_in_zones_table.php; database/migrations/2024_09_11_094735_add_display_name_col_in_zones_table.php; database/migrations/2026_01_12_101427_add_is_default_col_to_zones_table.php; database/migrations/2026_02_08_113515_add_rider_wise_topic_to_zones_table.php,,app/Http/Controllers/Admin/AdminEarningReportController.php,database/migrations/2022_05_10_000000_create_customer_addresses_table.php; database/migrations/2026_07_17_100000_create_urban_goodz_driver_pricing_policies_table.php,MIGRATION BASELINE PRESENT,Schema::create located in committed migration
